Event_Title,Location,Capacity,Date,Catering,Entertainment,Price
Corporate,Ahmedabad,165,2025-09-02,No,No,50358.3
Meetup,Bangalore,2999,2024-10-14,No,No,227695.2
Meetup,Bhubaneswar,4986,2025-04-30,Yes,Yes,317478.11
Birthday,Bhubaneswar,2950,2025-09-26,Yes,Yes,211033.28
Marriage,Bangalore,4724,2024-09-19,No,No,382288.73
Corporate,Chennai,862,2024-10-14,No,No,94149.74
Marriage,Hyderabad,2674,2025-11-10,Yes,No,241225.06
Marriage,Mumbai,3012,2024-02-17,Yes,No,292989.68
Corporate,Ahmedabad,1512,2024-06-26,No,Yes,137290.55
Corporate,Chennai,847,2024-02-03,No,No,93714.1
Birthday,Hyderabad,2439,2025-05-08,No,No,179947.61
Meetup,Ahmedabad,3947,2024-11-15,Yes,Yes,261468.48
Meetup,Hyderabad,4269,2025-05-19,No,No,294610.54
Marriage,Chennai,810,2024-08-05,No,No,101544.27
Corporate,Cuttack,3389,2025-12-21,No,No,211476.8
Marriage,Pune,412,2025-07-31,Yes,No,92421.16
Marriage,Ahmedabad,3052,2025-11-01,No,Yes,230999.07
Meetup,Ahmedabad,2873,2025-07-17,No,No,174121.2
Meetup,Bangalore,3592,2024-12-15,No,Yes,279961.84
Birthday,Bhubaneswar,3515,2025-07-11,Yes,Yes,242861.44
Meetup,Bhubaneswar,453,2024-07-13,Yes,Yes,68478.55
Marriage,Hyderabad,2622,2024-02-01,Yes,No,237167.76
Meetup,Ahmedabad,131,2025-07-26,Yes,Yes,50945.73
Marriage,Chennai,3038,2024-05-26,Yes,Yes,262271.55
Marriage,Kolkata,2580,2025-04-01,Yes,No,221390.7
Birthday,Chennai,3391,2024-06-27,Yes,Yes,251988.21
Birthday,Ahmedabad,4683,2025-05-13,No,Yes,291225.55
Marriage,Cuttack,1694,2024-11-12,No,Yes,148761.75
Meetup,Mumbai,1107,2025-10-10,Yes,No,115000.12
Birthday,Delhi,4494,2024-03-20,No,Yes,348578.96
Marriage,Cuttack,4495,2025-02-23,No,Yes,288542.89
Marriage,Cuttack,2129,2025-06-25,Yes,Yes,186120.45
Meetup,Chennai,2605,2025-11-05,Yes,Yes,200851.16
Meetup,Kolkata,4834,2025-04-21,Yes,Yes,334181.47
Marriage,Bangalore,4067,2025-09-18,Yes,Yes,364080.1
Corporate,Hyderabad,2070,2024-04-19,Yes,Yes,203856.94
Corporate,Chennai,4727,2025-02-04,No,No,325164.12
Meetup,Kolkata,3959,2024-08-21,Yes,No,269645.73
Marriage,Pune,530,2024-10-07,No,No,84952.85
Meetup,Chennai,4152,2025-04-14,No,No,266723.06
Meetup,Bhubaneswar,135,2025-12-19,No,No,25422.49
Marriage,Cuttack,1572,2025-10-09,Yes,Yes,157245.0
Marriage,Hyderabad,119,2025-12-14,No,Yes,70827.42
Birthday,Bangalore,2945,2024-08-28,No,No,228487.02
Birthday,Bangalore,771,2025-05-06,No,No,75340.16
Birthday,Bhubaneswar,4297,2024-06-30,Yes,No,274311.9
Meetup,Ahmedabad,1904,2025-07-22,No,No,122499.12
Marriage,Kolkata,2938,2025-04-18,Yes,No,244144.12
Birthday,Delhi,265,2025-11-20,Yes,Yes,67274.0
Marriage,Cuttack,153,2025-09-01,No,Yes,71419.87
Birthday,Bangalore,4983,2024-05-04,No,Yes,381929.19
Meetup,Cuttack,1644,2025-05-31,Yes,Yes,125797.96
Meetup,Pune,4287,2025-12-23,Yes,No,300315.53
Marriage,Mumbai,1887,2025-06-01,Yes,No,208602.83
Corporate,Hyderabad,869,2025-04-17,Yes,Yes,126095.74
Meetup,Bhubaneswar,4264,2025-05-22,Yes,Yes,278364.14
Meetup,Kolkata,166,2024-06-29,No,Yes,39183.6
Meetup,Pune,3993,2024-03-12,No,No,266518.05
Birthday,Bhubaneswar,1810,2025-11-24,Yes,No,135967.23
Birthday,Chennai,2401,2025-03-09,Yes,No,181882.7
Corporate,Bangalore,3596,2025-12-24,Yes,No,308999.49
Marriage,Kolkata,691,2025-10-27,No,No,92743.49
Meetup,Ahmedabad,2452,2025-06-05,No,Yes,164241.8
Corporate,Bhubaneswar,1623,2024-07-03,Yes,Yes,159146.81
Marriage,Ahmedabad,3439,2025-07-16,No,Yes,253241.38
Birthday,Kolkata,746,2025-06-08,Yes,No,81258.72
Corporate,Hyderabad,1189,2025-04-10,Yes,No,134197.51
Meetup,Mumbai,3953,2025-07-19,No,Yes,326243.03
Meetup,Pune,3975,2025-12-31,Yes,Yes,291787.95
Meetup,Delhi,4545,2024-08-20,Yes,No,350502.06
Corporate,Ahmedabad,2719,2025-01-06,No,No,191082.92
Meetup,Kolkata,2928,2025-12-19,Yes,Yes,219446.75
Corporate,Delhi,4956,2024-03-24,No,Yes,401454.38
Marriage,Kolkata,3905,2024-11-06,Yes,No,301643.71
Meetup,Delhi,1053,2025-02-27,Yes,No,105258.74
Marriage,Bangalore,4403,2025-03-12,Yes,Yes,388005.07
Meetup,Mumbai,3130,2025-06-07,Yes,No,267304.63
Birthday,Bhubaneswar,3784,2025-10-27,No,No,230146.93
Meetup,Bangalore,1164,2025-08-03,Yes,No,113547.47
Marriage,Chennai,4119,2024-01-27,No,Yes,310549.4
Meetup,Bhubaneswar,1172,2024-03-08,Yes,No,96905.58
Marriage,Mumbai,1259,2025-04-14,No,Yes,158634.99
Meetup,Cuttack,1557,2025-11-13,No,No,95359.24
Corporate,Delhi,2814,2024-01-14,No,No,239907.99
Meetup,Cuttack,2169,2025-12-25,Yes,No,139655.2
Marriage,Kolkata,3305,2025-10-30,No,No,250227.0
Marriage,Delhi,201,2025-07-15,No,Yes,79017.94
Meetup,Cuttack,1205,2024-08-28,Yes,No,91259.04
Marriage,Ahmedabad,951,2025-12-18,No,No,105082.26
Marriage,Bhubaneswar,210,2024-11-12,No,No,63726.04
Birthday,Ahmedabad,815,2024-05-16,Yes,No,80992.32
Marriage,Ahmedabad,180,2025-05-09,Yes,No,76739.83
Birthday,Delhi,4790,2024-04-15,No,Yes,368663.93
Birthday,Mumbai,3736,2024-06-26,No,No,301909.26
Birthday,Bhubaneswar,3027,2025-11-02,No,Yes,199615.98
Meetup,Delhi,821,2025-08-09,No,No,75389.24
Meetup,Hyderabad,4923,2024-04-27,No,Yes,349434.52
Marriage,Kolkata,186,2025-01-26,No,No,63220.15
Marriage,Ahmedabad,4812,2024-05-08,Yes,No,331754.47
Birthday,Kolkata,4977,2025-02-05,Yes,No,335036.1
Marriage,Chennai,3392,2025-04-06,No,No,255071.57
Marriage,Delhi,314,2024-06-24,No,No,73205.16
Corporate,Mumbai,1199,2025-02-23,No,No,131535.69
Corporate,Hyderabad,3578,2024-02-26,No,No,275349.1
Marriage,Mumbai,4780,2024-12-04,Yes,No,424523.64
Birthday,Ahmedabad,4682,2024-01-03,No,Yes,291664.3
Birthday,Mumbai,4961,2024-09-17,No,Yes,405339.77
Marriage,Delhi,941,2024-07-08,No,No,118085.28
Meetup,Bangalore,4656,2024-11-29,Yes,Yes,370129.86
Birthday,Ahmedabad,2811,2025-08-02,Yes,Yes,202828.92
Birthday,Bangalore,854,2024-09-21,No,No,81693.59
Corporate,Hyderabad,1760,2025-01-23,No,Yes,168964.78
Corporate,Bangalore,766,2025-12-04,Yes,No,110726.65
Meetup,Pune,3125,2024-06-25,Yes,No,227975.85
Marriage,Hyderabad,4649,2025-02-18,Yes,No,369223.0
Marriage,Bhubaneswar,2480,2024-04-28,No,Yes,199556.65
Birthday,Bhubaneswar,3688,2024-09-13,Yes,No,240447.47
Corporate,Bangalore,1738,2024-01-31,Yes,No,179603.09
Birthday,Bangalore,1610,2024-07-19,No,Yes,147159.74
Meetup,Cuttack,1489,2024-03-03,No,Yes,103063.15
Marriage,Bangalore,631,2024-05-31,Yes,Yes,123792.73
Marriage,Pune,956,2025-06-16,No,No,112470.43
Meetup,Pune,2062,2025-06-22,No,No,144947.04
Meetup,Pune,2611,2024-05-04,Yes,Yes,207397.86
Marriage,Bhubaneswar,2421,2024-10-14,No,Yes,198035.07
Corporate,Ahmedabad,4516,2024-10-02,No,Yes,303186.51
Marriage,Kolkata,136,2025-08-05,No,No,60611.75
Meetup,Hyderabad,4259,2025-05-06,No,No,293659.33
Meetup,Bhubaneswar,2154,2025-02-22,No,No,135923.05
Marriage,Bhubaneswar,1799,2024-12-17,No,Yes,163083.78
Meetup,Pune,3217,2024-08-10,Yes,No,232873.17
Marriage,Cuttack,2601,2024-04-07,Yes,No,196253.9
Corporate,Pune,4780,2025-12-17,Yes,No,356222.36
Corporate,Pune,4437,2025-02-02,Yes,Yes,346128.99
Corporate,Ahmedabad,521,2025-08-09,Yes,No,85912.93
Marriage,Hyderabad,3503,2025-05-23,Yes,No,294637.15
Corporate,Hyderabad,4767,2025-10-27,No,Yes,364060.78
Meetup,Delhi,2803,2025-10-11,Yes,No,227431.03
Corporate,Delhi,4716,2024-03-04,Yes,No,387409.11
Meetup,Kolkata,4508,2024-08-13,No,No,287201.59
Meetup,Pune,186,2025-06-25,Yes,No,43160.9
Birthday,Chennai,645,2025-08-27,Yes,No,76390.73
Birthday,Kolkata,3638,2024-03-18,No,Yes,252017.14
Birthday,Mumbai,3990,2025-03-10,No,No,322045.69
Corporate,Delhi,2105,2025-08-03,Yes,No,204708.75
Birthday,Delhi,1794,2025-01-18,Yes,No,161598.86
Corporate,Mumbai,3346,2025-10-01,No,No,292954.6
Birthday,Bangalore,1285,2024-01-28,No,No,111667.63
Meetup,Mumbai,4225,2024-07-06,No,No,334276.89
Marriage,Cuttack,1237,2024-03-16,No,Yes,126105.99
Marriage,Bangalore,4430,2025-02-10,No,No,361612.44
Marriage,Delhi,3825,2025-06-14,No,Yes,332211.2
Corporate,Delhi,278,2025-05-08,Yes,Yes,88856.05
Birthday,Mumbai,1293,2024-09-19,Yes,Yes,145231.99
Birthday,Pune,1849,2024-08-03,No,Yes,148758.09
Corporate,Hyderabad,1522,2025-02-05,Yes,Yes,168631.49
Marriage,Hyderabad,2989,2024-06-20,Yes,Yes,273677.49
Birthday,Kolkata,2839,2024-07-11,Yes,No,207315.09
Birthday,Bangalore,4774,2024-04-14,Yes,Yes,382474.61
Corporate,Hyderabad,2049,2024-06-05,Yes,No,190577.61
Corporate,Delhi,1683,2024-03-12,No,No,160591.92
Corporate,Kolkata,4166,2025-02-10,Yes,Yes,318952.95
Corporate,Cuttack,1916,2024-07-16,Yes,Yes,165137.49
Birthday,Hyderabad,4060,2025-03-18,No,Yes,298450.68
Meetup,Mumbai,1661,2025-10-23,No,Yes,153462.26
Meetup,Hyderabad,284,2024-09-23,No,Yes,46660.56
Marriage,Bangalore,597,2025-12-02,No,No,93170.42
Meetup,Mumbai,860,2024-03-18,Yes,No,97236.33
Marriage,Chennai,4035,2025-03-10,No,No,294225.16
Meetup,Cuttack,4054,2025-08-25,Yes,No,234547.13
Meetup,Delhi,4555,2025-05-09,Yes,Yes,362610.07
Meetup,Mumbai,4639,2025-05-22,No,No,364454.16
Marriage,Chennai,2150,2024-09-13,No,Yes,193443.3
Meetup,Hyderabad,1680,2025-08-07,Yes,No,140410.74
Birthday,Bangalore,4610,2025-11-10,Yes,Yes,372657.18
Birthday,Bhubaneswar,997,2025-05-04,No,No,77175.7
Marriage,Delhi,2881,2024-08-12,No,Yes,265497.58
Marriage,Bhubaneswar,2774,2024-06-24,Yes,Yes,231181.44
Birthday,Cuttack,1538,2025-04-25,Yes,No,113120.25
Corporate,Hyderabad,4698,2025-05-28,No,No,346478.91
Birthday,Ahmedabad,3353,2025-05-17,Yes,No,222172.92
Marriage,Pune,1400,2024-12-20,No,Yes,151971.13
Birthday,Bhubaneswar,2273,2025-02-27,No,No,147387.38
Birthday,Cuttack,4558,2025-07-30,No,No,250356.39
Corporate,Kolkata,157,2024-10-04,No,No,51877.21
Marriage,Chennai,1737,2024-09-02,Yes,No,170734.55
Corporate,Delhi,1779,2024-02-10,Yes,Yes,193686.62
Marriage,Hyderabad,305,2025-09-01,Yes,Yes,99615.78
Marriage,Mumbai,3521,2025-01-02,Yes,No,331716.13
Corporate,Chennai,115,2024-05-24,Yes,Yes,75434.48
Marriage,Bhubaneswar,1397,2024-06-22,Yes,No,144549.62
Corporate,Bangalore,4631,2024-08-18,No,No,365252.42
Meetup,Cuttack,4824,2024-04-14,No,No,257924.25
Meetup,Bangalore,3976,2024-04-03,No,Yes,307507.3
Corporate,Bhubaneswar,1573,2025-12-15,No,Yes,140539.25
Birthday,Kolkata,2108,2024-12-04,Yes,No,163448.14
Marriage,Delhi,558,2024-04-04,Yes,No,105346.24
Birthday,Bangalore,3394,2025-04-26,No,No,259184.3
Meetup,Kolkata,1444,2025-02-01,Yes,Yes,129825.08
Birthday,Ahmedabad,3359,2025-11-16,No,Yes,219306.79
Marriage,Bangalore,482,2024-03-13,Yes,Yes,112397.4
Birthday,Bhubaneswar,3213,2024-07-28,Yes,No,214517.55
Marriage,Hyderabad,2703,2025-03-14,Yes,Yes,255048.04
Corporate,Cuttack,932,2024-04-20,No,Yes,100461.4
Meetup,Cuttack,2812,2024-09-03,No,No,157139.34
Corporate,Chennai,4591,2024-05-12,Yes,Yes,343949.51
Meetup,Bhubaneswar,4298,2024-04-22,No,No,253455.93
Marriage,Chennai,798,2024-02-25,No,No,99596.14
Birthday,Pune,3024,2025-08-29,No,Yes,223817.55
Corporate,Kolkata,816,2025-09-05,Yes,Yes,118279.51
Birthday,Ahmedabad,2990,2024-08-15,Yes,No,201079.42
Birthday,Chennai,3724,2025-06-22,No,No,246104.98
Birthday,Chennai,1767,2025-07-05,Yes,No,143494.78
Marriage,Pune,2652,2024-02-06,No,Yes,230417.28
Marriage,Ahmedabad,841,2024-08-05,No,Yes,109560.62
Corporate,Chennai,4026,2024-02-28,Yes,Yes,309948.43
Birthday,Chennai,3164,2025-03-03,No,Yes,223381.55
Marriage,Mumbai,563,2024-02-02,Yes,No,109349.03
Meetup,Ahmedabad,2298,2025-02-14,No,No,144184.36
Marriage,Hyderabad,1476,2025-12-08,No,No,147045.1
Marriage,Chennai,1303,2025-10-07,Yes,Yes,157083.82
Marriage,Kolkata,1438,2024-05-05,Yes,Yes,165191.82
Marriage,Mumbai,1641,2024-12-24,No,No,175082.12
Corporate,Chennai,982,2025-01-12,No,No,101898.07
Marriage,Ahmedabad,632,2024-09-26,No,Yes,98345.64
Birthday,Pune,3526,2025-05-10,Yes,No,257059.65
Meetup,Mumbai,2277,2024-02-29,No,Yes,198804.34
Birthday,Kolkata,3003,2024-03-01,Yes,No,216365.87
Meetup,Bangalore,4190,2025-04-21,Yes,Yes,336632.37
Birthday,Mumbai,4720,2024-07-20,No,No,375852.19
Marriage,Mumbai,4389,2025-05-07,Yes,Yes,408055.61
Marriage,Cuttack,2657,2025-04-12,Yes,Yes,211612.59
Birthday,Kolkata,2096,2025-04-23,No,No,148321.07
Marriage,Delhi,1837,2025-09-29,Yes,Yes,208039.1
Corporate,Mumbai,1713,2025-06-20,Yes,No,184572.93
Corporate,Pune,1416,2024-02-12,Yes,Yes,157943.11
Marriage,Bangalore,4820,2025-10-04,No,Yes,400735.23
Meetup,Pune,2809,2024-10-08,Yes,No,206932.49
Corporate,Hyderabad,292,2024-01-11,Yes,No,76135.76
Corporate,Cuttack,3032,2025-08-06,Yes,No,209416.91
Birthday,Bhubaneswar,482,2025-05-21,Yes,No,63666.7
Birthday,Hyderabad,2657,2025-07-27,Yes,No,210404.03
Birthday,Kolkata,527,2024-04-30,No,No,53851.91
Meetup,Hyderabad,2101,2025-05-27,No,Yes,165342.01
Marriage,Chennai,2471,2025-01-11,Yes,No,214998.3
Corporate,Ahmedabad,2594,2025-05-25,Yes,Yes,212472.67
Marriage,Pune,106,2024-02-10,No,No,59347.45
Meetup,Hyderabad,3161,2024-09-26,No,No,222105.72
Corporate,Ahmedabad,1631,2024-02-17,Yes,Yes,159145.67
Birthday,Chennai,2123,2024-09-21,Yes,No,164746.59
Corporate,Mumbai,258,2024-01-14,Yes,Yes,87373.81
Meetup,Hyderabad,1181,2024-11-05,No,No,93861.73
Birthday,Cuttack,3760,2025-02-11,No,No,209813.19
Corporate,Pune,2667,2025-05-17,Yes,Yes,235132.52
Marriage,Hyderabad,164,2024-12-26,No,Yes,75252.55
Marriage,Kolkata,4265,2024-04-19,No,Yes,319191.33
Birthday,Bangalore,3625,2024-10-31,Yes,Yes,303100.78
Corporate,Pune,835,2024-10-28,Yes,Yes,121973.0
Meetup,Kolkata,2881,2024-03-08,No,No,189868.31
Marriage,Mumbai,2778,2025-06-12,No,No,260918.5
Corporate,Mumbai,3677,2024-03-30,No,No,317737.35
Meetup,Chennai,2019,2024-10-03,No,Yes,150203.92
Corporate,Bangalore,4636,2025-03-25,No,Yes,378513.77
Corporate,Chennai,4248,2024-04-28,No,No,297561.75
Meetup,Bhubaneswar,1895,2025-08-25,Yes,No,135324.81
Meetup,Bangalore,2715,2025-01-23,No,Yes,219111.72
Birthday,Pune,4700,2024-01-08,Yes,Yes,342197.09
Meetup,Delhi,1316,2024-03-24,Yes,No,124350.9
Birthday,Chennai,4065,2024-05-03,Yes,No,281674.18
Meetup,Hyderabad,622,2024-12-21,Yes,Yes,84724.09
Marriage,Ahmedabad,1261,2025-07-17,No,Yes,134195.17
Birthday,Chennai,3090,2025-09-06,Yes,No,222221.04
Corporate,Hyderabad,2160,2025-02-06,No,No,182307.06
Meetup,Bhubaneswar,518,2024-09-05,No,No,44711.21
Marriage,Ahmedabad,1990,2025-05-17,No,No,161961.22
Corporate,Mumbai,1253,2025-12-24,No,Yes,148887.09
Meetup,Kolkata,2582,2024-05-19,Yes,No,187351.63
Meetup,Kolkata,3233,2024-11-18,No,No,210740.28
Marriage,Mumbai,935,2024-05-15,No,Yes,134524.87
Birthday,Ahmedabad,4124,2025-12-07,No,No,247828.16
Birthday,Delhi,2449,2025-12-05,No,No,193331.82
Birthday,Mumbai,4435,2025-03-04,Yes,No,370006.73
Meetup,Pune,4054,2025-02-25,No,Yes,282227.64
Marriage,Bhubaneswar,4360,2024-12-13,No,No,292326.63
Corporate,Chennai,3127,2025-09-17,No,No,230304.81
Birthday,Pune,372,2024-02-05,Yes,No,59765.41
Corporate,Kolkata,1306,2025-06-20,No,No,120133.77
Marriage,Mumbai,4423,2025-12-13,No,Yes,395204.53
Meetup,Pune,2221,2024-08-06,Yes,No,171301.62
Marriage,Delhi,2548,2025-06-12,No,Yes,241404.06
Marriage,Hyderabad,58,2024-08-17,Yes,Yes,83106.61
Marriage,Bangalore,164,2025-04-16,Yes,No,79182.21
Birthday,Bhubaneswar,4154,2024-06-12,Yes,No,264863.69
Meetup,Pune,4065,2024-08-08,Yes,Yes,298196.75
Meetup,Mumbai,2607,2025-01-10,Yes,No,227607.14
Corporate,Ahmedabad,374,2024-03-07,No,No,63553.79
Meetup,Chennai,4876,2025-01-11,Yes,Yes,337487.36
Meetup,Bhubaneswar,4709,2025-08-05,Yes,Yes,302604.08
Corporate,Ahmedabad,4273,2025-01-04,Yes,No,292652.76
Meetup,Bhubaneswar,2163,2025-05-24,No,No,135502.04
Corporate,Bangalore,2196,2025-04-07,Yes,Yes,223218.41
Marriage,Chennai,550,2024-11-10,Yes,No,100904.9
Corporate,Mumbai,3139,2025-01-05,No,No,277111.09
Birthday,Cuttack,4600,2024-06-05,Yes,No,266328.62
Marriage,Mumbai,4502,2024-05-12,Yes,No,405263.57
Marriage,Cuttack,2579,2024-06-27,Yes,Yes,207144.6
Birthday,Delhi,431,2025-06-16,Yes,Yes,78295.42
Meetup,Chennai,1018,2025-03-07,No,No,78006.59
Marriage,Kolkata,1942,2025-10-13,Yes,No,183798.99
Corporate,Chennai,2590,2024-06-28,Yes,Yes,223921.69
Birthday,Delhi,642,2025-05-16,No,Yes,78358.22
Meetup,Bangalore,1412,2024-12-27,No,Yes,127805.17
Corporate,Bhubaneswar,284,2024-06-08,No,Yes,70014.97
Meetup,Ahmedabad,3331,2024-09-23,Yes,Yes,226210.52
Birthday,Mumbai,3857,2025-08-18,Yes,No,325978.06
Marriage,Bhubaneswar,3553,2025-03-30,No,No,246547.92
Meetup,Cuttack,638,2025-03-13,Yes,Yes,76554.97
Meetup,Delhi,3147,2024-10-02,Yes,No,251580.36
Corporate,Pune,568,2024-03-04,No,No,77561.46
Birthday,Kolkata,1532,2025-01-23,Yes,No,129798.49
Marriage,Mumbai,1749,2025-04-18,Yes,Yes,209472.49
Meetup,Mumbai,2155,2025-10-14,Yes,Yes,205355.02
Meetup,Hyderabad,3141,2024-08-15,No,Yes,233225.02
Marriage,Pune,1731,2024-01-10,No,Yes,171213.74
Birthday,Mumbai,2808,2024-05-23,Yes,No,247619.36
Marriage,Bangalore,4181,2024-04-07,Yes,Yes,371146.85
Marriage,Chennai,83,2024-07-23,Yes,Yes,84062.77
Corporate,Kolkata,2695,2025-02-14,Yes,Yes,230658.31
Birthday,Delhi,53,2025-01-23,Yes,Yes,52429.17
Meetup,Ahmedabad,4128,2024-04-12,No,Yes,255499.65
Marriage,Bhubaneswar,4943,2025-05-25,Yes,No,339473.92
Marriage,Chennai,1078,2025-04-13,Yes,Yes,144213.88
Marriage,Bangalore,1207,2025-01-23,No,No,137485.35
Corporate,Bangalore,279,2024-09-20,No,No,60897.55
Birthday,Chennai,1757,2024-08-16,No,No,128052.1
Birthday,Mumbai,3448,2025-08-20,No,No,280625.62
Corporate,Mumbai,2532,2024-07-17,No,No,232264.06
Corporate,Mumbai,3912,2024-03-31,Yes,No,349733.55
Corporate,Ahmedabad,214,2025-11-22,Yes,Yes,80983.46
Meetup,Kolkata,3033,2025-09-18,No,No,198105.44
Corporate,Mumbai,1652,2025-04-06,Yes,Yes,193377.89
Birthday,Ahmedabad,4196,2024-03-19,Yes,No,267233.23
Meetup,Bhubaneswar,2414,2024-07-27,No,No,150038.91
Meetup,Ahmedabad,4244,2025-09-04,Yes,Yes,278178.22
Birthday,Hyderabad,2655,2024-10-22,Yes,Yes,222162.86
Birthday,Mumbai,2907,2025-01-02,No,No,239165.42
Meetup,Pune,3237,2024-07-02,Yes,Yes,247133.19
Marriage,Kolkata,1333,2024-01-30,No,No,132937.21
Birthday,Cuttack,2846,2024-08-25,Yes,Yes,190341.47
Meetup,Mumbai,2442,2024-06-14,No,Yes,212518.07
Meetup,Cuttack,2792,2024-12-26,No,No,155855.54
Corporate,Mumbai,4601,2025-09-24,No,No,387819.81
Corporate,Bangalore,2104,2024-01-14,No,Yes,202213.99
Marriage,Chennai,1768,2024-03-31,No,Yes,169689.08
Marriage,Kolkata,2427,2025-10-03,Yes,No,211937.65
Corporate,Bangalore,281,2024-07-21,Yes,No,76195.71
Marriage,Bhubaneswar,594,2024-07-01,No,Yes,96501.32
Meetup,Mumbai,1026,2025-09-06,No,Yes,105132.35
Meetup,Ahmedabad,964,2024-10-02,Yes,Yes,96049.45
Corporate,Bhubaneswar,528,2024-06-06,No,Yes,82356.39
Meetup,Chennai,2855,2024-03-05,No,Yes,200081.13
Birthday,Mumbai,891,2025-12-08,Yes,Yes,116062.02
Meetup,Pune,1069,2025-01-03,No,No,83740.19
Birthday,Pune,1027,2025-03-25,Yes,No,100847.67
Meetup,Cuttack,156,2024-12-05,Yes,Yes,52780.35
Marriage,Pune,2319,2025-10-05,No,No,197689.67
Meetup,Mumbai,2802,2025-11-10,No,No,226351.8
Corporate,Ahmedabad,1754,2024-07-31,No,Yes,151102.49
Corporate,Bangalore,1878,2025-03-14,No,No,173376.34
Corporate,Bangalore,3821,2025-09-03,No,No,310157.78
Meetup,Bhubaneswar,2525,2025-06-10,Yes,Yes,183836.14
Corporate,Kolkata,4147,2024-06-21,Yes,No,304933.31
Marriage,Bangalore,1185,2024-03-26,No,No,134773.84
Corporate,Bhubaneswar,3788,2025-12-11,Yes,No,265834.48
Marriage,Hyderabad,3588,2024-01-17,Yes,No,299340.76
Birthday,Delhi,1017,2024-08-28,No,Yes,104935.93
Marriage,Kolkata,3259,2025-03-23,No,Yes,259490.26
Birthday,Delhi,523,2025-06-10,Yes,Yes,85117.01
Meetup,Ahmedabad,1168,2024-09-06,No,Yes,93927.87
Meetup,Bhubaneswar,2862,2024-11-16,No,No,173808.28
Meetup,Ahmedabad,4727,2025-03-17,Yes,Yes,303685.46
Birthday,Pune,3784,2025-06-20,No,No,258617.6
Corporate,Bhubaneswar,2517,2025-06-19,Yes,Yes,207998.51
Meetup,Cuttack,1161,2024-12-06,Yes,Yes,101398.78
Meetup,Pune,2424,2024-02-21,Yes,Yes,195258.29
Marriage,Mumbai,3150,2025-06-26,Yes,No,303809.32
Corporate,Chennai,3166,2025-08-05,Yes,No,247538.33
Birthday,Chennai,4235,2024-08-19,Yes,Yes,302680.76
Marriage,Kolkata,4084,2024-09-01,Yes,No,312747.72
Marriage,Cuttack,4150,2024-05-25,No,Yes,271446.27
Corporate,Mumbai,3158,2024-10-10,Yes,No,294101.93
Meetup,Bhubaneswar,2459,2024-10-25,Yes,No,168141.49
Meetup,Mumbai,4966,2024-09-25,Yes,No,404466.99
Birthday,Kolkata,179,2025-09-03,Yes,No,47816.47
Corporate,Hyderabad,434,2025-01-07,No,Yes,81986.84
Marriage,Pune,3426,2025-06-17,Yes,Yes,294124.27
Birthday,Cuttack,2550,2024-02-23,Yes,No,164223.21
Marriage,Chennai,1394,2025-03-31,Yes,Yes,163494.59
Marriage,Delhi,3251,2024-09-14,No,No,280172.53
Marriage,Cuttack,1841,2025-11-10,Yes,No,158436.42
Birthday,Pune,3084,2024-06-26,No,No,215616.08
Meetup,Kolkata,3372,2024-01-06,No,Yes,231120.79
Marriage,Bhubaneswar,3508,2024-11-22,Yes,Yes,271745.11
Corporate,Hyderabad,2292,2025-11-04,No,Yes,203624.28
Marriage,Hyderabad,2632,2024-12-16,No,Yes,234356.01
Marriage,Hyderabad,4521,2025-09-30,No,No,346779.89
Meetup,Bangalore,3297,2024-08-29,No,No,247656.58
Meetup,Chennai,2902,2024-08-13,No,Yes,203637.68
Meetup,Delhi,2127,2024-02-11,Yes,Yes,193568.63
Birthday,Delhi,1049,2025-04-04,Yes,No,110878.02
Meetup,Mumbai,4877,2024-09-24,No,Yes,395579.21
Meetup,Hyderabad,3231,2025-05-10,Yes,No,241501.23
Birthday,Bhubaneswar,3296,2025-05-04,Yes,Yes,230088.99
Birthday,Hyderabad,2811,2024-06-15,Yes,Yes,231539.59
Meetup,Cuttack,891,2025-02-04,Yes,No,76433.86
Meetup,Delhi,2036,2025-09-26,Yes,Yes,185868.07
Birthday,Bhubaneswar,1587,2024-08-07,Yes,No,124196.74
Corporate,Ahmedabad,1708,2024-06-14,No,No,136174.6
Birthday,Bangalore,1658,2025-12-28,No,No,137773.3
Corporate,Bangalore,3826,2025-10-23,No,No,309691.76
Marriage,Ahmedabad,4193,2024-04-09,No,No,282003.62
Meetup,Pune,169,2025-06-05,Yes,Yes,55081.24
Corporate,Bangalore,1371,2025-02-23,No,Yes,149814.93
Corporate,Pune,4169,2024-07-24,No,Yes,313762.15
Corporate,Hyderabad,3136,2024-02-24,No,Yes,258659.65
Marriage,Pune,3396,2024-03-19,Yes,No,280191.2
Corporate,Chennai,585,2024-06-28,Yes,Yes,103192.08
Corporate,Bhubaneswar,1709,2024-06-06,No,Yes,147563.54
Meetup,Delhi,2728,2024-05-11,Yes,No,223890.44
Corporate,Pune,4591,2024-08-17,No,Yes,340553.58
Corporate,Ahmedabad,4868,2025-08-10,Yes,Yes,336266.57
Corporate,Chennai,4405,2024-01-02,No,Yes,317884.13
Marriage,Chennai,4054,2025-08-21,Yes,Yes,321406.39
Meetup,Ahmedabad,3185,2025-12-03,No,No,191809.39
Birthday,Mumbai,4043,2024-10-05,No,Yes,336947.36
Corporate,Cuttack,420,2024-03-05,No,Yes,74092.62
Marriage,Chennai,4509,2024-10-21,No,No,323376.94
